store,cluster,x_train,y_train,x_val,y_val
249,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
162,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
326,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
398,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
659,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
143,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
641,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
1105,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
359,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
550,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
721,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
91,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
520,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
3,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
1076,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
341,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
657,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
969,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
786,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
1106,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
561,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
689,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
583,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
170,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
352,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
1024,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
11,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
926,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
870,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
760,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
237,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
1096,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
393,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
508,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
741,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
9,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
516,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
609,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
332,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
764,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
294,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
487,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
463,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
295,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
954,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
972,0,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
